,threshold,infected_agents
4805,0.875,196
4806,0.875,194
4807,0.875,196
4808,0.875,199
4809,0.875,195
4810,0.875,193
4811,0.875,191
4812,0.875,193
4813,0.875,194
4814,0.875,202
4815,0.875,203
4816,0.875,204
4817,0.875,206
4818,0.875,208
4819,0.875,201
4820,0.875,195
4821,0.875,192
4822,0.875,196
4823,0.875,200
4824,0.875,196
4825,0.875,196
4826,0.875,200
4827,0.875,199
4828,0.875,189
4829,0.875,189
4830,0.875,188
4831,0.875,193
4832,0.875,113
4833,0.875,147
4834,0.875,171
4835,0.875,188
4836,0.875,203
4837,0.875,217
4838,0.875,224
4839,0.875,231
4840,0.875,234
4841,0.875,236
4842,0.875,239
4843,0.875,242
4844,0.875,243
4845,0.875,246
4846,0.875,165
4847,0.875,159
4848,0.875,164
4849,0.875,163
4850,0.875,170
4851,0.875,173
4852,0.875,183
4853,0.875,193
4854,0.875,201
4855,0.875,215
4856,0.875,221
4857,0.875,222
4858,0.875,225
4859,0.875,234
4860,0.875,215
4861,0.875,198
4862,0.875,180
4863,0.875,185
4864,0.875,178
4865,0.875,183
4866,0.875,175
4867,0.875,177
4868,0.875,183
4869,0.875,184
4870,0.875,187
4871,0.875,200
4872,0.875,207
4873,0.875,201
4874,0.875,200
4875,0.875,207
4876,0.875,207
4877,0.875,195
4878,0.875,200
4879,0.875,195
4880,0.875,198
4881,0.875,191
4882,0.875,187
4883,0.875,185
4884,0.875,184
4885,0.875,181
4886,0.875,185
4887,0.875,192
4888,0.875,198
4889,0.875,191
4890,0.875,193
4891,0.875,198
4892,0.875,193
4893,0.875,191
4894,0.875,194
4895,0.875,199
4896,0.875,196
4897,0.875,196
4898,0.875,203
4899,0.875,204
4900,0.875,202
4901,0.875,203
4902,0.875,200
4903,0.875,204
4904,0.875,203
4905,0.875,204
4906,0.875,200
4907,0.875,201
4908,0.875,199
4909,0.875,199
4910,0.875,199
4911,0.875,196
4912,0.875,192
4913,0.875,192
4914,0.875,189
4915,0.875,193
4916,0.875,192
4917,0.875,189
4918,0.875,194
4919,0.875,201
4920,0.875,203
4921,0.875,205
4922,0.875,203
4923,0.875,201
4924,0.875,202
4925,0.875,203
4926,0.875,201
4927,0.875,200
4928,0.875,205
4929,0.875,201
4930,0.875,196
4931,0.875,197
4932,0.875,190
4933,0.875,191
4934,0.875,194
4935,0.875,195
4936,0.875,198
4937,0.875,193
4938,0.875,196
4939,0.875,196
4940,0.875,199
4941,0.875,199
4942,0.875,193
4943,0.875,198
4944,0.875,205
4945,0.875,201
4946,0.875,205
4947,0.875,200
4948,0.875,199
4949,0.875,193
4950,0.875,197
4951,0.875,197
4952,0.875,195
4953,0.875,198
4954,0.875,193
4955,0.875,187
4956,0.875,196
4957,0.875,194
4958,0.875,196
4959,0.875,199
4960,0.875,195
4961,0.875,193
4962,0.875,191
4963,0.875,193
4964,0.875,194
4965,0.875,202
4966,0.875,203
4967,0.875,204
4968,0.875,206
4969,0.875,208
4970,0.875,201
4971,0.875,195
4972,0.875,192
4973,0.875,196
4974,0.875,200
4975,0.875,196
4976,0.875,196
4977,0.875,200
4978,0.875,199
4979,0.875,189
4980,0.875,189
4981,0.875,188
4982,0.875,193
4983,0.875,113
4984,0.875,147
4985,0.875,171
4986,0.875,188
4987,0.875,203
4988,0.875,217
4989,0.875,224
4990,0.875,231
4991,0.875,234
4992,0.875,236
4993,0.875,239
4994,0.875,242
4995,0.875,243
4996,0.875,246
4997,0.875,165
4998,0.875,159
4999,0.875,164
5000,0.875,163
5001,0.875,170
5002,0.875,173
5003,0.875,183
5004,0.875,193
5005,0.875,201
5006,0.875,215
5007,0.875,221
5008,0.875,222
5009,0.875,225
5010,0.875,234
5011,0.875,215
5012,0.875,198
5013,0.875,180
5014,0.875,185
5015,0.875,178
5016,0.875,183
5017,0.875,175
5018,0.875,177
5019,0.875,183
5020,0.875,184
5021,0.875,187
5022,0.875,200
5023,0.875,207
5024,0.875,201
5025,0.875,200
5026,0.875,207
5027,0.875,207
5028,0.875,195
5029,0.875,200
5030,0.875,195
5031,0.875,198
5032,0.875,191
5033,0.875,187
5034,0.875,185
5035,0.875,184
5036,0.875,181
5037,0.875,185
5038,0.875,192
5039,0.875,198
5040,0.875,191
5041,0.875,193
5042,0.875,198
5043,0.875,193
5044,0.875,191
5045,0.875,194
5046,0.875,199
5047,0.875,196
5048,0.875,196
5049,0.875,203
5050,0.875,204
5051,0.875,202
5052,0.875,203
5053,0.875,200
5054,0.875,204
5055,0.875,203
5056,0.875,204
5057,0.875,200
5058,0.875,201
5059,0.875,199
5060,0.875,199
5061,0.875,199
5062,0.875,196
5063,0.875,192
5064,0.875,192
5065,0.875,189
5066,0.875,193
5067,0.875,192
5068,0.875,189
5069,0.875,194
5070,0.875,201
5071,0.875,203
5072,0.875,205
5073,0.875,203
5074,0.875,201
5075,0.875,202
5076,0.875,203
5077,0.875,201
5078,0.875,200
5079,0.875,205
5080,0.875,201
5081,0.875,196
5082,0.875,197
5083,0.875,190
5084,0.875,191
5085,0.875,194
5086,0.875,195
5087,0.875,198
5088,0.875,193
5089,0.875,196
5090,0.875,196
5091,0.875,199
5092,0.875,199
5093,0.875,193
5094,0.875,198
5095,0.875,205
5096,0.875,201
5097,0.875,205
5098,0.875,200
5099,0.875,199
5100,0.875,193
5101,0.875,197
5102,0.875,197
5103,0.875,195
5104,0.875,198
5105,0.875,193
5106,0.875,187
5107,0.875,196
5108,0.875,194
5109,0.875,196
5110,0.875,199
5111,0.875,195
5112,0.875,193
5113,0.875,191
5114,0.875,193
5115,0.875,194
5116,0.875,202
5117,0.875,203
5118,0.875,204
5119,0.875,206
5120,0.875,208
5121,0.875,201
5122,0.875,195
5123,0.875,192
5124,0.875,196
5125,0.875,200
5126,0.875,196
5127,0.875,196
5128,0.875,200
5129,0.875,199
5130,0.875,189
5131,0.875,189
5132,0.875,188
5133,0.875,193
5134,0.875,113
5135,0.875,147
5136,0.875,171
5137,0.875,188
5138,0.875,203
5139,0.875,217
5140,0.875,224
5141,0.875,231
5142,0.875,234
5143,0.875,236
5144,0.875,239
5145,0.875,242
5146,0.875,243
5147,0.875,246
5148,0.875,165
5149,0.875,159
5150,0.875,164
5151,0.875,163
5152,0.875,170
5153,0.875,173
5154,0.875,183
5155,0.875,193
5156,0.875,201
5157,0.875,215
5158,0.875,221
5159,0.875,222
5160,0.875,225
5161,0.875,234
5162,0.875,215
5163,0.875,198
5164,0.875,180
5165,0.875,185
5166,0.875,178
5167,0.875,183
5168,0.875,175
5169,0.875,177
5170,0.875,183
5171,0.875,184
5172,0.875,187
5173,0.875,200
5174,0.875,207
5175,0.875,201
5176,0.875,200
5177,0.875,207
5178,0.875,207
5179,0.875,195
5180,0.875,200
5181,0.875,195
5182,0.875,198
5183,0.875,191
5184,0.875,187
5185,0.875,185
5186,0.875,184
5187,0.875,181
5188,0.875,185
5189,0.875,192
5190,0.875,198
5191,0.875,191
5192,0.875,193
5193,0.875,198
5194,0.875,193
5195,0.875,191
5196,0.875,194
5197,0.875,199
5198,0.875,196
5199,0.875,196
5200,0.875,203
5201,0.875,204
5202,0.875,202
5203,0.875,203
5204,0.875,200
5205,0.875,204
5206,0.875,203
5207,0.875,204
5208,0.875,200
5209,0.875,201
5210,0.875,199
5211,0.875,199
5212,0.875,199
5213,0.875,196
5214,0.875,192
5215,0.875,192
5216,0.875,189
5217,0.875,193
5218,0.875,192
5219,0.875,189
5220,0.875,194
5221,0.875,201
5222,0.875,203
5223,0.875,205
5224,0.875,203
5225,0.875,201
5226,0.875,202
5227,0.875,203
5228,0.875,201
5229,0.875,200
5230,0.875,205
5231,0.875,201
5232,0.875,196
5233,0.875,197
5234,0.875,190
5235,0.875,191
5236,0.875,194
5237,0.875,195
5238,0.875,198
5239,0.875,193
5240,0.875,196
5241,0.875,196
5242,0.875,199
5243,0.875,199
5244,0.875,193
5245,0.875,198
5246,0.875,205
5247,0.875,201
5248,0.875,205
5249,0.875,200
5250,0.875,199
5251,0.875,193
5252,0.875,197
5253,0.875,197
5254,0.875,195
5255,0.875,198
5256,0.875,193
5257,0.875,187
5258,0.875,196
5259,0.875,194
5260,0.875,196
5261,0.875,199
5262,0.875,195
5263,0.875,193
5264,0.875,191
5265,0.875,193
5266,0.875,194
5267,0.875,202
5268,0.875,203
5269,0.875,204
5270,0.875,206
5271,0.875,208
5272,0.875,201
5273,0.875,195
5274,0.875,192
5275,0.875,196
5276,0.875,200
5277,0.875,196
5278,0.875,196
5279,0.875,200
5280,0.875,199
5281,0.875,189
5282,0.875,189
5283,0.875,188
5284,0.875,193
5285,1.0,113
5286,1.0,147
5287,1.0,175
5288,1.0,193
5289,1.0,207
5290,1.0,216
5291,1.0,224
5292,1.0,230
5293,1.0,236
5294,1.0,239
5295,1.0,240
5296,1.0,244
5297,1.0,246
5298,1.0,248
5299,1.0,162
5300,1.0,156
5301,1.0,159
5302,1.0,164
5303,1.0,171
5304,1.0,182
5305,1.0,191
5306,1.0,200
5307,1.0,207
5308,1.0,215
5309,1.0,224
5310,1.0,228
5311,1.0,230
5312,1.0,237
5313,1.0,223
5314,1.0,203
5315,1.0,188
5316,1.0,177
5317,1.0,182
5318,1.0,176
5319,1.0,179
5320,1.0,180
5321,1.0,181
5322,1.0,185
5323,1.0,192
5324,1.0,204
5325,1.0,204
5326,1.0,204
5327,1.0,202
5328,1.0,209
5329,1.0,210
5330,1.0,211
5331,1.0,197
5332,1.0,198
5333,1.0,194
5334,1.0,196
5335,1.0,194
5336,1.0,195
5337,1.0,189
5338,1.0,179
5339,1.0,190
5340,1.0,196
5341,1.0,201
5342,1.0,202
5343,1.0,209
5344,1.0,210
5345,1.0,209
5346,1.0,205
5347,1.0,203
5348,1.0,195
5349,1.0,203
5350,1.0,199
5351,1.0,203
5352,1.0,205
5353,1.0,200
5354,1.0,197
5355,1.0,197
5356,1.0,199
5357,1.0,188
5358,1.0,193
5359,1.0,192
5360,1.0,189
5361,1.0,184
5362,1.0,190
5363,1.0,186
5364,1.0,194
5365,1.0,193
5366,1.0,197
5367,1.0,201
5368,1.0,208
5369,1.0,203
5370,1.0,195
5371,1.0,192
5372,1.0,189
5373,1.0,198
5374,1.0,203
5375,1.0,206
5376,1.0,208
5377,1.0,203
5378,1.0,198
5379,1.0,193
5380,1.0,189
5381,1.0,199
5382,1.0,200
5383,1.0,203
5384,1.0,203
5385,1.0,203
5386,1.0,210
5387,1.0,209
5388,1.0,209
5389,1.0,209
5390,1.0,201
5391,1.0,198
5392,1.0,198
5393,1.0,202
5394,1.0,205
5395,1.0,197
5396,1.0,189
5397,1.0,189
5398,1.0,194
5399,1.0,202
5400,1.0,196
5401,1.0,192
5402,1.0,192
5403,1.0,193
5404,1.0,201
5405,1.0,204
5406,1.0,206
5407,1.0,205
5408,1.0,204
5409,1.0,203
5410,1.0,202
5411,1.0,201
5412,1.0,204
5413,1.0,196
5414,1.0,198
5415,1.0,200
5416,1.0,198
5417,1.0,201
5418,1.0,197
5419,1.0,198
5420,1.0,197
5421,1.0,200
5422,1.0,194
5423,1.0,197
5424,1.0,197
5425,1.0,199
5426,1.0,194
5427,1.0,195
5428,1.0,190
5429,1.0,199
5430,1.0,202
5431,1.0,198
5432,1.0,200
5433,1.0,199
5434,1.0,200
5435,1.0,196
5436,1.0,113
5437,1.0,147
5438,1.0,175
5439,1.0,193
5440,1.0,207
5441,1.0,216
5442,1.0,224
5443,1.0,230
5444,1.0,236
5445,1.0,239
5446,1.0,240
5447,1.0,244
5448,1.0,246
5449,1.0,248
5450,1.0,162
5451,1.0,156
5452,1.0,159
5453,1.0,164
5454,1.0,171
5455,1.0,182
5456,1.0,191
5457,1.0,200
5458,1.0,207
5459,1.0,215
5460,1.0,224
5461,1.0,228
5462,1.0,230
5463,1.0,237
5464,1.0,223
5465,1.0,203
5466,1.0,188
5467,1.0,177
5468,1.0,182
5469,1.0,176
5470,1.0,179
5471,1.0,180
5472,1.0,181
5473,1.0,185
5474,1.0,192
5475,1.0,204
5476,1.0,204
5477,1.0,204
5478,1.0,202
5479,1.0,209
5480,1.0,210
5481,1.0,211
5482,1.0,197
5483,1.0,198
5484,1.0,194
5485,1.0,196
5486,1.0,194
5487,1.0,195
5488,1.0,189
5489,1.0,179
5490,1.0,190
5491,1.0,196
5492,1.0,201
5493,1.0,202
5494,1.0,209
5495,1.0,210
5496,1.0,209
5497,1.0,205
5498,1.0,203
5499,1.0,195
5500,1.0,203
5501,1.0,199
5502,1.0,203
5503,1.0,205
5504,1.0,200
5505,1.0,197
5506,1.0,197
5507,1.0,199
5508,1.0,188
5509,1.0,193
5510,1.0,192
5511,1.0,189
5512,1.0,184
5513,1.0,190
5514,1.0,186
5515,1.0,194
5516,1.0,193
5517,1.0,197
5518,1.0,201
5519,1.0,208
5520,1.0,203
5521,1.0,195
5522,1.0,192
5523,1.0,189
5524,1.0,198
5525,1.0,203
5526,1.0,206
5527,1.0,208
5528,1.0,203
5529,1.0,198
5530,1.0,193
5531,1.0,189
5532,1.0,199
5533,1.0,200
5534,1.0,203
5535,1.0,203
5536,1.0,203
5537,1.0,210
5538,1.0,209
5539,1.0,209
5540,1.0,209
5541,1.0,201
5542,1.0,198
5543,1.0,198
5544,1.0,202
5545,1.0,205
5546,1.0,197
5547,1.0,189
5548,1.0,189
5549,1.0,194
5550,1.0,202
5551,1.0,196
5552,1.0,192
5553,1.0,192
5554,1.0,193
5555,1.0,201
5556,1.0,204
5557,1.0,206
5558,1.0,205
5559,1.0,204
5560,1.0,203
5561,1.0,202
5562,1.0,201
5563,1.0,204
5564,1.0,196
5565,1.0,198
5566,1.0,200
5567,1.0,198
5568,1.0,201
5569,1.0,197
5570,1.0,198
5571,1.0,197
5572,1.0,200
5573,1.0,194
5574,1.0,197
5575,1.0,197
5576,1.0,199
5577,1.0,194
5578,1.0,195
5579,1.0,190
5580,1.0,199
5581,1.0,202
5582,1.0,198
5583,1.0,200
5584,1.0,199
5585,1.0,200
5586,1.0,196
5587,1.0,113
5588,1.0,147
5589,1.0,175
5590,1.0,193
5591,1.0,207
5592,1.0,216
5593,1.0,224
5594,1.0,230
5595,1.0,236
5596,1.0,239
5597,1.0,240
5598,1.0,244
5599,1.0,246
5600,1.0,248
5601,1.0,162
5602,1.0,156
5603,1.0,159
5604,1.0,164
5605,1.0,171
5606,1.0,182
5607,1.0,191
5608,1.0,200
5609,1.0,207
5610,1.0,215
5611,1.0,224
5612,1.0,228
5613,1.0,230
5614,1.0,237
5615,1.0,223
5616,1.0,203
5617,1.0,188
5618,1.0,177
5619,1.0,182
5620,1.0,176
5621,1.0,179
5622,1.0,180
5623,1.0,181
5624,1.0,185
5625,1.0,192
5626,1.0,204
5627,1.0,204
5628,1.0,204
5629,1.0,202
5630,1.0,209
5631,1.0,210
5632,1.0,211
5633,1.0,197
5634,1.0,198
5635,1.0,194
5636,1.0,196
5637,1.0,194
5638,1.0,195
5639,1.0,189
5640,1.0,179
5641,1.0,190
5642,1.0,196
5643,1.0,201
5644,1.0,202
5645,1.0,209
5646,1.0,210
5647,1.0,209
5648,1.0,205
5649,1.0,203
5650,1.0,195
5651,1.0,203
5652,1.0,199
5653,1.0,203
5654,1.0,205
5655,1.0,200
5656,1.0,197
5657,1.0,197
5658,1.0,199
5659,1.0,188
5660,1.0,193
5661,1.0,192
5662,1.0,189
5663,1.0,184
5664,1.0,190
5665,1.0,186
5666,1.0,194
5667,1.0,193
5668,1.0,197
5669,1.0,201
5670,1.0,208
5671,1.0,203
5672,1.0,195
5673,1.0,192
5674,1.0,189
5675,1.0,198
5676,1.0,203
5677,1.0,206
5678,1.0,208
5679,1.0,203
5680,1.0,198
5681,1.0,193
5682,1.0,189
5683,1.0,199
5684,1.0,200
5685,1.0,203
5686,1.0,203
5687,1.0,203
5688,1.0,210
5689,1.0,209
5690,1.0,209
5691,1.0,209
5692,1.0,201
5693,1.0,198
5694,1.0,198
5695,1.0,202
5696,1.0,205
5697,1.0,197
5698,1.0,189
5699,1.0,189
5700,1.0,194
5701,1.0,202
5702,1.0,196
5703,1.0,192
5704,1.0,192
5705,1.0,193
5706,1.0,201
5707,1.0,204
5708,1.0,206
5709,1.0,205
5710,1.0,204
5711,1.0,203
5712,1.0,202
5713,1.0,201
5714,1.0,204
5715,1.0,196
5716,1.0,198
5717,1.0,200
5718,1.0,198
5719,1.0,201
5720,1.0,197
5721,1.0,198
5722,1.0,197
5723,1.0,200
5724,1.0,194
5725,1.0,197
5726,1.0,197
5727,1.0,199
5728,1.0,194
5729,1.0,195
5730,1.0,190
5731,1.0,199
5732,1.0,202
5733,1.0,198
5734,1.0,200
5735,1.0,199
5736,1.0,200
5737,1.0,196
5738,1.0,113
5739,1.0,147
5740,1.0,175
5741,1.0,193
5742,1.0,207
5743,1.0,216
5744,1.0,224
5745,1.0,230
5746,1.0,236
5747,1.0,239
5748,1.0,240
5749,1.0,244
5750,1.0,246
5751,1.0,248
5752,1.0,162
5753,1.0,156
5754,1.0,159
5755,1.0,164
5756,1.0,171
5757,1.0,182
5758,1.0,191
5759,1.0,200
5760,1.0,207
5761,1.0,215
5762,1.0,224
5763,1.0,228
5764,1.0,230
5765,1.0,237
5766,1.0,223
5767,1.0,203
5768,1.0,188
5769,1.0,177
5770,1.0,182
5771,1.0,176
5772,1.0,179
5773,1.0,180
5774,1.0,181
5775,1.0,185
5776,1.0,192
5777,1.0,204
5778,1.0,204
5779,1.0,204
5780,1.0,202
5781,1.0,209
5782,1.0,210
5783,1.0,211
5784,1.0,197
5785,1.0,198
5786,1.0,194
5787,1.0,196
5788,1.0,194
5789,1.0,195
5790,1.0,189
5791,1.0,179
5792,1.0,190
5793,1.0,196
5794,1.0,201
5795,1.0,202
5796,1.0,209
5797,1.0,210
5798,1.0,209
5799,1.0,205
5800,1.0,203
5801,1.0,195
5802,1.0,203
5803,1.0,199
5804,1.0,203
5805,1.0,205
5806,1.0,200
5807,1.0,197
5808,1.0,197
5809,1.0,199
5810,1.0,188
5811,1.0,193
5812,1.0,192
5813,1.0,189
5814,1.0,184
5815,1.0,190
5816,1.0,186
5817,1.0,194
5818,1.0,193
5819,1.0,197
5820,1.0,201
5821,1.0,208
5822,1.0,203
5823,1.0,195
5824,1.0,192
5825,1.0,189
5826,1.0,198
5827,1.0,203
5828,1.0,206
5829,1.0,208
5830,1.0,203
5831,1.0,198
5832,1.0,193
5833,1.0,189
5834,1.0,199
5835,1.0,200
5836,1.0,203
5837,1.0,203
5838,1.0,203
5839,1.0,210
5840,1.0,209
5841,1.0,209
5842,1.0,209
5843,1.0,201
5844,1.0,198
5845,1.0,198
5846,1.0,202
5847,1.0,205
5848,1.0,197
5849,1.0,189
5850,1.0,189
5851,1.0,194
5852,1.0,202
5853,1.0,196
5854,1.0,192
5855,1.0,192
5856,1.0,193
5857,1.0,201
5858,1.0,204
5859,1.0,206
5860,1.0,205
5861,1.0,204
5862,1.0,203
5863,1.0,202
5864,1.0,201
5865,1.0,204
5866,1.0,196
5867,1.0,198
5868,1.0,200
5869,1.0,198
5870,1.0,201
5871,1.0,197
5872,1.0,198
5873,1.0,197
5874,1.0,200
5875,1.0,194
5876,1.0,197
5877,1.0,197
5878,1.0,199
5879,1.0,194
5880,1.0,195
5881,1.0,190
5882,1.0,199
5883,1.0,202
5884,1.0,198
5885,1.0,200
5886,1.0,199
5887,1.0,200
5888,1.0,196
5889,1.0,113
5890,1.0,147
5891,1.0,175
5892,1.0,193
5893,1.0,207
5894,1.0,216
5895,1.0,224
5896,1.0,230
5897,1.0,236
5898,1.0,239
5899,1.0,240
5900,1.0,244
5901,1.0,246
5902,1.0,248
5903,1.0,162
5904,1.0,156
5905,1.0,159
5906,1.0,164
5907,1.0,171
5908,1.0,182
5909,1.0,191
5910,1.0,200
5911,1.0,207
5912,1.0,215
5913,1.0,224
5914,1.0,228
5915,1.0,230
5916,1.0,237
5917,1.0,223
5918,1.0,203
5919,1.0,188
5920,1.0,177
5921,1.0,182
5922,1.0,176
5923,1.0,179
5924,1.0,180
5925,1.0,181
5926,1.0,185
5927,1.0,192
5928,1.0,204
5929,1.0,204
5930,1.0,204
5931,1.0,202
5932,1.0,209
5933,1.0,210
5934,1.0,211
5935,1.0,197
5936,1.0,198
5937,1.0,194
5938,1.0,196
5939,1.0,194
5940,1.0,195
5941,1.0,189
5942,1.0,179
5943,1.0,190
5944,1.0,196
5945,1.0,201
5946,1.0,202
5947,1.0,209
5948,1.0,210
5949,1.0,209
5950,1.0,205
5951,1.0,203
5952,1.0,195
5953,1.0,203
5954,1.0,199
5955,1.0,203
5956,1.0,205
5957,1.0,200
5958,1.0,197
5959,1.0,197
5960,1.0,199
5961,1.0,188
5962,1.0,193
5963,1.0,192
5964,1.0,189
5965,1.0,184
5966,1.0,190
5967,1.0,186
5968,1.0,194
5969,1.0,193
5970,1.0,197
5971,1.0,201
5972,1.0,208
5973,1.0,203
5974,1.0,195
5975,1.0,192
5976,1.0,189
5977,1.0,198
5978,1.0,203
5979,1.0,206
5980,1.0,208
5981,1.0,203
5982,1.0,198
5983,1.0,193
5984,1.0,189
5985,1.0,199
5986,1.0,200
5987,1.0,203
5988,1.0,203
5989,1.0,203
5990,1.0,210
5991,1.0,209
5992,1.0,209
5993,1.0,209
5994,1.0,201
5995,1.0,198
5996,1.0,198
5997,1.0,202
5998,1.0,205
5999,1.0,197
6000,1.0,189
6001,1.0,189
6002,1.0,194
6003,1.0,202
6004,1.0,196
6005,1.0,192
6006,1.0,192
6007,1.0,193
6008,1.0,201
6009,1.0,204
6010,1.0,206
6011,1.0,205
6012,1.0,204
6013,1.0,203
6014,1.0,202
6015,1.0,201
6016,1.0,204
6017,1.0,196
6018,1.0,198
6019,1.0,200
6020,1.0,198
6021,1.0,201
6022,1.0,197
6023,1.0,198
6024,1.0,197
6025,1.0,200
6026,1.0,194
6027,1.0,197
6028,1.0,197
6029,1.0,199
6030,1.0,194
6031,1.0,195
6032,1.0,190
6033,1.0,199
6034,1.0,202
6035,1.0,198
6036,1.0,200
6037,1.0,199
6038,1.0,200
6039,1.0,196
